
char	x1 y1 x2 y2 x3 y3 x4 y4 x5 y5 x6 y6 x7 y7 x8 y8 x9 y9	
x	0 0.3828125 0.2421875 0.4453125 0.4765625 0.59375 0.7265625 0.7421875 0.953125 0.859375 0.6015625 0.2890625 0.4140625 0.484375 0.2734375 0.6796875 0.109375 0.953125
t	0.3046875 0.0078125 0.296875 0.2109375 0.28125 0.4921875 0.2578125 0.6875 0.3046875 0.9765625 0.3984375 0.96875 0.09375 0.5390625 0.2734375 0.484375 0.46875 0.4296875
l	0.015625 0.640625 0.109375 0.5625 0.234375 0.4296875 0.3359375 0.2109375 0.2734375 0 0.1328125 0.3359375 0.125 0.5546875 0.171875 0.8828125 0.328125 0.9921875
g	0.453125 0.125 0.203125 0 0.0078125 0.21875 0.1953125 0.3671875 0.34375 0.2109375 0.4296875 0.453125 0.4921875 0.78125 0.171875 0.96875 0.0703125 0.859375
z	0.1171875 0.078125 0.3671875 0 0.3671875 0.203125 0.2421875 0.5 0.046875 0.765625 0.0703125 0.9921875 0.40625 0.890625 0.234375 0.546875 0.5078125 0.46875
v	0 0.2890625 0.0546875 0.5 0.140625 0.765625 0.234375 0.9375 0.4140625 0.859375 0.5390625 0.6640625 0.6796875 0.4921875 0.8125 0.25 0.9375 0.015625
y	0 0.078125 0.15625 0.1953125 0.2890625 0.3828125 0.453125 0 0.4921875 0.3203125 0.515625 0.5234375 0.484375 0.796875 0.3671875 0.9375 0.1953125 0.9921875
f	0.40625 0.0390625 0.203125 0.078125 0.109375 0.15625 0.03125 0.2734375 0 0.421875 0.0234375 0.6640625 0.1171875 0.8671875 0.1640625 0.984375 0.140625 0.3984375
t	0.4296875 0.1015625 0.4453125 0.234375 0.328125 0.734375 0.21875 0.9765625 0.0234375 0.8203125 0.078125 0.53125 0.328125 0.3515625 0.671875 0.265625 0.9296875 0.1953125
g	0.4765625 0.1171875 0.5390625 0.3984375 0.5546875 0.7265625 0.4375 0.9609375 0.453125 0.0078125 0.171875 0.0859375 0.0078125 0.2890625 0.140625 0.4765625 0.4140625 0.4296875
e	0.1328125 0.53125 0.4765625 0.515625 0.78125 0.390625 0.453125 0.3671875 0.09375 0.5703125 0 0.8984375 0.3125 0.9921875 0.765625 0.953125 0.984375 0.84375
t	0.2734375 0.0078125 0.2109375 0.234375 0.1640625 0.421875 0.15625 0.5859375 0.1796875 0.8046875 0.2421875 0.9609375 0.4609375 0.9921875 0 0.25 0.1953125 0.2578125
k	0.0078125 0 0.0625 0.5 0.0234375 0.875 0.0625 0.4453125 0.3359375 0.203125 0.515625 0.1640625 0.1796875 0.3515625 0.3828125 0.65625 0.6328125 0.9609375
r	0.046875 0.0546875 0.125 0.2734375 0.0859375 0.6796875 0.015625 0.8984375 0 0.6484375 0.0859375 0.375 0.265625 0.296875 0.5703125 0.2421875 0.78125 0.34375
v	0.0234375 0.1796875 0.015625 0.453125 0.1171875 0.7421875 0.296875 0.9453125 0.453125 0.8828125 0.5703125 0.71875 0.6796875 0.4453125 0.7109375 0.2265625 0.71875 0.0390625
b	0 0.0078125 0.1171875 0.328125 0.1953125 0.734375 0.2265625 0.8046875 0.2109375 0.46875 0.609375 0.5078125 0.828125 0.7734375 0.65625 0.9765625 0.234375 0.953125
p	0.0703125 0.3359375 0.0546875 0.6953125 0.0859375 0.921875 0.0859375 0.5625 0.1171875 0.15625 0.3671875 0 0.5234375 0.359375 0.2734375 0.5 0.0078125 0.4140625
u	0.0078125 0.8984375 0.1640625 0.8046875 0.421875 0.4765625 0.515625 0.21875 0.4375 0.640625 0.59375 0.8203125 0.796875 0.625 0.859375 0.5546875 0.9453125 0.859375
y	0 0.0859375 0.125 0.1796875 0.265625 0.2734375 0.3984375 0.09375 0.359375 0.2578125 0.296875 0.40625 0.2265625 0.59375 0.1484375 0.7890625 0.0546875 0.9921875
a	0.3125 0.21875 0.4765625 0.046875 0.5703125 0.3828125 0.5546875 0.7890625 0.7578125 0.984375 0.2578125 0.53125 0.0078125 0.734375 0.2109375 0.9453125 0.546875 0.8515625
v	0 0.28125 0.125 0.3203125 0.2109375 0.578125 0.328125 0.8828125 0.5078125 0.8828125 0.6171875 0.6875 0.7109375 0.4453125 0.796875 0.21875 0.890625 0
v	0.0234375 0.25 0.078125 0.359375 0.25 0.6796875 0.3984375 0.84375 0.5234375 0.9609375 0.6953125 0.9296875 0.7578125 0.6328125 0.7578125 0.296875 0.765625 0
y	0.1015625 0 0.109375 0.2421875 0.3359375 0.09375 0.34375 0.2578125 0.2734375 0.703125 0.203125 0.9609375 0.0546875 0.8671875 0.0390625 0.625 0.2265625 0.515625
o	0.171875 0.203125 0.0078125 0.296875 0.0234375 0.703125 0.28125 0.9921875 0.671875 0.84375 0.859375 0.578125 0.9296875 0.2265625 0.7734375 0 0.203125 0.515625
u	0 0.9921875 0.1484375 0.734375 0.28125 0.4609375 0.234375 0.4921875 0.21875 0.84375 0.5546875 0.84375 0.6640625 0.5859375 0.65625 0.6875 0.9453125 0.8203125
u	0 0.1875 0 0.515625 0.0078125 0.84375 0.0703125 0.984375 0.3125 0.9765625 0.5234375 0.828125 0.703125 0.6171875 0.796875 0.375 0.8359375 0
d	0.421875 0.703125 0.03125 0.6875 0.2890625 0.9375 0.4453125 0.625 0.5234375 0.234375 0.59375 0.0625 0.4375 0.4453125 0.28125 0.6875 0.421875 0.9921875
z	0.0078125 0.1875 0.3515625 0.0390625 0.7421875 0.09375 0.53125 0.390625 0.09375 0.796875 0.1015625 0.9921875 0.6171875 0.921875 0.15625 0.5078125 0.5859375 0.4140625
z	0 0 0.296875 0.03125 0.578125 0.0390625 0.53125 0.40625 0.4140625 0.640625 0.234375 0.8203125 0.125 0.9609375 0.5625 0.953125 0.875 0.8828125
h	0.1015625 0 0.078125 0.2890625 0.0546875 0.6640625 0.0546875 0.9765625 0 0.671875 0.03125 0.421875 0.25 0.421875 0.3203125 0.6328125 0.3515625 0.890625
r	0 0.7421875 0.1953125 0.640625 0.2421875 0.28125 0.2421875 0.046875 0.640625 0.078125 0.71875 0.3125 0.515625 0.703125 0.6171875 0.9921875 0.9609375 0.90625
e	0.125 0.4765625 0.4453125 0.4296875 0.5234375 0.15625 0.21875 0.171875 0.0078125 0.4375 0 0.7578125 0.2421875 0.9453125 0.578125 0.9921875 0.9453125 0.9375
j	0.2421875 0.203125 0.2421875 0.390625 0.2578125 0.53125 0.2890625 0.6796875 0.3125 0.8203125 0.2421875 0.984375 0.1015625 0.9765625 0.359375 0.0546875 0.265625 0.0078125
b	0 0 0.09375 0.2890625 0.1015625 0.65625 0.265625 0.6796875 0.59375 0.640625 0.7890625 0.7890625 0.7109375 0.9375 0.4296875 0.9921875 0.1953125 0.859375
m	0.03125 0.0859375 0.0546875 0.46875 0.0078125 0.7578125 0.1796875 0.4140625 0.4765625 0.375 0.5 0.7890625 0.6484375 0.390625 0.875 0.5859375 0.9765625 0.9921875
f	0.578125 0.1171875 0.4296875 0.015625 0.2421875 0.1171875 0.28125 0.3828125 0.3359375 0.6171875 0.4140625 0.84375 0 0.5 0.328125 0.5 0.53125 0.453125
t	0.2734375 0 0.296875 0.3671875 0.2890625 0.6328125 0.3203125 0.921875 0.4765625 0.9921875 0.765625 0.9453125 0.0546875 0.1484375 0.328125 0.1015625 0.671875 0.03125
a	0.4375 0.5703125 0.2890625 0.2890625 0.0859375 0.4765625 0.109375 0.7734375 0.3828125 0.8828125 0.359375 0.5390625 0.4765625 0.78125 0.6875 0.9375 0.9765625 0.8671875
m	0 0.4140625 0.265625 0.0703125 0.25 0.625 0.375 0.3671875 0.625 0.0546875 0.6015625 0.53125 0.7265625 0.3828125 0.953125 0.0859375 0.96875 0.703125
o	0.15625 0.7421875 0.0078125 0.796875 0.1328125 0.984375 0.4453125 0.703125 0.4140625 0.484375 0.2734375 0.5390625 0.4375 0.421875 0.734375 0.28125 0.9765625 0.125
e	0.140625 0.4140625 0.40625 0.5546875 0.75 0.3984375 0.890625 0.1328125 0.5625 0.015625 0.171875 0.359375 0 0.6875 0.0625 0.9765625 0.453125 0.9453125
d	0.0078125 0.7578125 0.1484375 0.984375 0.4609375 0.90625 0.4609375 0.6171875 0.1640625 0.53125 0.03125 0.84375 0.5859375 0.1484375 0.5859375 0.5390625 0.609375 0.90625
k	0.703125 0 0.328125 0.3828125 0.0703125 0.7734375 0.8046875 0.359375 0.4609375 0.5078125 0.21875 0.609375 0.21875 0.65625 0.4453125 0.890625 0.8203125 0.8671875
x	0.4375 0 0.28125 0.296875 0.1953125 0.546875 0.125 0.7734375 0.0625 0.9921875 0.1015625 0.296875 0.1953125 0.46875 0.296875 0.6640625 0.4375 0.890625
s	0.53125 0.109375 0.28125 0.0234375 0.109375 0.2109375 0.1875 0.4921875 0.421875 0.5546875 0.640625 0.703125 0.5703125 0.9296875 0.296875 0.9921875 0.0234375 0.9296875
i	0.1484375 0.859375 0.171875 0.6953125 0.15625 0.5390625 0.125 0.3515625 0.140625 0.5703125 0.1796875 0.78125 0.21875 0.8828125 0.2734375 0.9921875 0 0
c	0.46875 0.0390625 0.28125 0.1328125 0.15625 0.3046875 0.0703125 0.4296875 0.0078125 0.71875 0.1875 0.8671875 0.3359375 0.9296875 0.4921875 0.9921875 0.7109375 0.9921875
q	0.2421875 0.078125 0.0234375 0.09375 0.0234375 0.3359375 0.2421875 0.1015625 0.25 0.359375 0.25 0.6796875 0.25 0.9921875 0.3671875 0.7890625 0.546875 0.65625
y	0.0234375 0 0.140625 0.15625 0.2421875 0.328125 0.578125 0.046875 0.46875 0.234375 0.3671875 0.40625 0.25 0.5546875 0.1328125 0.734375 0.0078125 0.9609375
y	0 0.25 0.25 0.28125 0.5 0.109375 0.6015625 0.078125 0.75 0.390625 0.7890625 0.7890625 0.65625 0.9921875 0.40625 0.890625 0.5078125 0.65625
c	0.5703125 0.0234375 0.3125 0.1015625 0.1171875 0.28125 0.0234375 0.5 0 0.796875 0.140625 0.984375 0.4765625 0.9453125 0.796875 0.859375 0.75 0.828125
p	0.2421875 0.3125 0.28125 0.578125 0.3125 0.8203125 0.046875 0.1171875 0.2578125 0 0.5546875 0.125 0.5859375 0.3828125 0.265625 0.515625 0 0.4765625
e	0.265625 0.4375 0.53125 0.296875 0.671875 0.1015625 0.359375 0.015625 0.078125 0.203125 0 0.4921875 0.0703125 0.8984375 0.3125 0.9921875 0.65625 0.875
i	0.03125 0.4296875 0.046875 0.4765625 0.046875 0.5703125 0.046875 0.6171875 0.046875 0.7109375 0.046875 0.78125 0.046875 0.8515625 0.0625 0.9921875 0 0
c	0.5859375 0.0703125 0.390625 0.0625 0.21875 0.203125 0.0859375 0.3828125 0.015625 0.625 0 0.8828125 0.25 0.9921875 0.5703125 0.9921875 0.8359375 0.9296875
m	0.03125 0.1875 0.0390625 0.6640625 0.0546875 0.859375 0.1875 0.4921875 0.359375 0.3203125 0.5078125 0.5859375 0.6171875 0.5390625 0.8828125 0.5390625 0.984375 0.8203125
o	0.34375 0.046875 0.2109375 0.109375 0.1015625 0.3515625 0.0234375 0.6328125 0 0.9921875 0.1875 0.8828125 0.328125 0.7109375 0.4453125 0.4375 0.453125 0.1171875
l	0 0.015625 0.0078125 0.125 0.046875 0.2421875 0.0625 0.3515625 0.0703125 0.46875 0.0625 0.609375 0.03125 0.78125 0.03125 0.875 0.0390625 0.9765625
t	0.03125 0 0.03125 0.21875 0.03125 0.4453125 0.015625 0.6953125 0.0078125 0.84375 0 0.6484375 0.0546875 0.5078125 0.1640625 0.4140625 0.2734375 0.40625
i	0.09375 0.3046875 0.0703125 0.40625 0.0546875 0.515625 0.03125 0.6328125 0.0078125 0.734375 0 0.84375 0 0.9453125 0.109375 0 0.1015625 0.09375
r	0 0.078125 0.0234375 0.3671875 0.0546875 0.703125 0.0703125 0.9921875 0.03125 0.6875 0.0859375 0.3984375 0.140625 0.1875 0.28125 0.03125 0.5703125 0.0390625
a	0.203125 0.0546875 0.59375 0.0234375 0.609375 0.4453125 0.609375 0.828125 0.875 0.8359375 0.28125 0.359375 0.0234375 0.6171875 0.0546875 0.9140625 0.4765625 0.9921875
x	0.0625 0.5625 0.0625 0.3828125 0.2734375 0.6328125 0.484375 0.8125 0.8125 0.9921875 0.984375 0.8359375 0.8203125 0.625 0.53125 0.75 0.2265625 0.953125
e	0 0.4765625 0.3671875 0.5234375 0.671875 0.3828125 0.4609375 0.109375 0.1484375 0.2109375 0.0390625 0.671875 0.1953125 0.90625 0.6875 0.984375 0.984375 0.8984375
v	0 0.4609375 0.0703125 0.3515625 0.2421875 0.59375 0.328125 0.7421875 0.4140625 0.8828125 0.53125 0.9921875 0.75 0.828125 0.890625 0.546875 0.984375 0.28125
k	0.0546875 0.015625 0.09375 0.46875 0.0859375 0.84375 0.0390625 0.609375 0.1484375 0.2734375 0.3828125 0.109375 0.171875 0.5390625 0.3359375 0.7265625 0.515625 0.9765625
m	0.0234375 0.703125 0.0625 0.921875 0.140625 0.7734375 0.2578125 0.703125 0.4609375 0.7890625 0.53125 0.8828125 0.6484375 0.796875 0.90625 0.84375 0.9765625 0.9765625
r	0.1171875 0.3515625 0.171875 0.5078125 0.1015625 0.8125 0 0.9921875 0.0703125 0.6953125 0.234375 0.4375 0.3828125 0.28125 0.6875 0.1953125 0.953125 0.1875
t	0.3984375 0.0078125 0.3359375 0.2578125 0.2734375 0.4375 0.1953125 0.6328125 0.15625 0.90625 0.25 0.984375 0.125 0.484375 0.2890625 0.453125 0.46875 0.4296875
q	0.0703125 0.125 0.0234375 0.390625 0.2890625 0.5 0.421875 0.2109375 0.234375 0 0.0859375 0.1640625 0.40625 0.328125 0.40625 0.625 0.40625 0.9921875
e	0.015625 0.546875 0.4921875 0.4765625 0.8671875 0.40625 0.4921875 0.296875 0.140625 0.3828125 0.015625 0.7109375 0.1875 0.9453125 0.59375 0.96875 0.9609375 0.859375
z	0.0078125 0.28125 0.2421875 0.1484375 0.5859375 0.1484375 0.7109375 0.3359375 0.5625 0.5546875 0.2265625 0.828125 0.2109375 0.9921875 0.6171875 0.9609375 0.984375 0.9921875
t	0.4375 0 0.40625 0.1953125 0.359375 0.4765625 0.359375 0.6875 0.4375 0.890625 0.5390625 0.953125 0.75 0.984375 0.1171875 0.40625 0.3203125 0.359375
g	0.5234375 0.046875 0.3359375 0.0859375 0.2578125 0.359375 0.4765625 0.234375 0.390625 0.3515625 0.3984375 0.65625 0.3359375 0.9609375 0.0625 0.9609375 0.15625 0.7421875
v	0.0078125 0.015625 0.0625 0.359375 0.125 0.5703125 0.2265625 0.796875 0.3125 0.9453125 0.3828125 0.796875 0.4140625 0.578125 0.5390625 0.2578125 0.6796875 0.0625
v	0.0234375 0.2890625 0.125 0.5859375 0.21875 0.734375 0.421875 0.9765625 0.5390625 0.8046875 0.578125 0.6015625 0.5859375 0.359375 0.53125 0.0625 0.40625 0.0703125
c	0.8671875 0.0234375 0.515625 0.015625 0.25 0.09375 0.0546875 0.265625 0 0.53125 0.109375 0.8359375 0.296875 0.96875 0.6640625 0.984375 0.953125 0.9375
l	0.0078125 0 0.0078125 0.09375 0 0.265625 0 0.375 0 0.578125 0 0.6796875 0.0078125 0.7734375 0.03125 0.9296875 0.0546875 0.9921875
d	0.328125 0.75 0.28125 0.4921875 0.0078125 0.7421875 0.234375 0.9140625 0.5 0.5078125 0.5 0.1484375 0.4453125 0.21875 0.4765625 0.6328125 0.578125 0.96875
a	0.6796875 0.21875 0.2109375 0.234375 0 0.671875 0.375 0.984375 0.8046875 0.8203125 0.921875 0.3828125 0.5 0.2109375 0.828125 0.4140625 0.859375 0.7265625
f	0.4296875 0.171875 0.3359375 0.015625 0.1484375 0.015625 0.09375 0.2890625 0.09375 0.5 0.1953125 0.75 0.2578125 0.890625 0.0703125 0.578125 0.1328125 0.5234375
s	0.703125 0.046875 0.3984375 0.1953125 0.28125 0.34375 0.5390625 0.421875 0.8359375 0.5 0.890625 0.828125 0.6484375 0.9921875 0.2421875 0.9921875 0.0390625 0.875
u	0.0078125 0.9140625 0.171875 0.5234375 0.3828125 0.0625 0.28125 0.5078125 0.40625 0.8359375 0.71875 0.59375 0.8984375 0.34375 0.9375 0.609375 0.984375 0.9921875
z	0 0.4609375 0.3125 0.4375 0.65625 0.34375 0.6015625 0.5234375 0.359375 0.7890625 0.21875 0.9375 0.40625 0.9296875 0.7265625 0.984375 0.984375 0.9609375
a	0.28125 0.2421875 0.078125 0.421875 0.0546875 0.96875 0.6171875 0.65625 0.90625 0.0859375 0.359375 0.1640625 0.765625 0.109375 0.5078125 0.6953125 0.8203125 0.78125
y	0.015625 0 0.0625 0.25 0.203125 0.390625 0.3984375 0.4296875 0.421875 0.203125 0.5 0.421875 0.546875 0.6953125 0.5546875 0.9453125 0.34375 0.9453125
g	0.7265625 0.0625 0.4765625 0.1171875 0.515625 0.3125 0.65625 0.234375 0.625 0.5390625 0.5703125 0.765625 0.4609375 0.9375 0.203125 0.8828125 0 0.96875
r	0.0546875 0.1875 0.0546875 0.53125 0.0546875 0.796875 0.0078125 0.890625 0 0.59375 0.0546875 0.375 0.25 0.1484375 0.3984375 0.0859375 0.6015625 0
s	0 0.7265625 0.28125 0.65625 0.421875 0.4296875 0.4921875 0.21875 0.625 0.1640625 0.7890625 0.34375 0.8828125 0.6015625 0.8359375 0.9296875 0.53125 0.9921875
z	0 0.4375 0.2578125 0.4375 0.5078125 0.4609375 0.65625 0.5 0.546875 0.640625 0.3046875 0.78125 0.3046875 0.96875 0.546875 0.9765625 0.9609375 0.984375
r	0.2734375 0.15625 0.1484375 0.4453125 0.03125 0.7890625 0.0703125 0.953125 0.2421875 0.7421875 0.3671875 0.4375 0.421875 0.2109375 0.6953125 0.1484375 0.984375 0.0546875
t	0.2734375 0.03125 0.296875 0 0.296875 0.1328125 0.25 0.328125 0.2265625 0.6171875 0.1953125 0.875 0.4140625 0.953125 0.140625 0.296875 0.40625 0.234375
j	0.2265625 0.3828125 0.28125 0.4765625 0.359375 0.6640625 0.390625 0.8046875 0.3828125 0.9609375 0.203125 0.9921875 0.0234375 0.9140625 0 0.8046875 0.125 0.0078125
j	0.1015625 0.34375 0.125 0.4453125 0.125 0.5546875 0.1171875 0.6484375 0.1015625 0.7421875 0.09375 0.84375 0.0625 0.9375 0.03125 0.984375 0.0859375 0.0078125
f	0.53125 0.140625 0.4296875 0.0078125 0.2734375 0.1171875 0.1640625 0.2421875 0.2734375 0.5390625 0.359375 0.6875 0.3125 0.9609375 0.2421875 0.4921875 0.5 0.46875
u	0 0.1171875 0 0.515625 0.1953125 0.90625 0.5078125 0.7265625 0.6171875 0.3359375 0.609375 0.2109375 0.515625 0.625 0.6328125 0.984375 0.984375 0.8359375
k	0.0546875 0.046875 0.046875 0.3828125 0 0.9296875 0.171875 0.7578125 0.3828125 0.28125 0.5078125 0.140625 0.3125 0.4296875 0.265625 0.71875 0.6875 0.75
p	0.0234375 0.0625 0.0625 0.4375 0.03125 0.796875 0.0078125 0.890625 0.015625 0.4453125 0.109375 0.1171875 0.3125 0.0703125 0.3125 0.3515625 0.0625 0.421875
y	0.0234375 0.0859375 0.125 0.1484375 0.2578125 0.40625 0.3671875 0.5078125 0.4296875 0.2109375 0.3671875 0.2578125 0.21875 0.5703125 0.15625 0.734375 0.1328125 0.9921875
t	0.109375 0.109375 0.125 0.1328125 0.140625 0.375 0.140625 0.59375 0.1484375 0.7890625 0.203125 0.9140625 0.3359375 0.984375 0 0.109375 0.1484375 0.1328125
d	0.3984375 0.453125 0.0703125 0.5859375 0 0.8828125 0.296875 0.7734375 0.390625 0.4296875 0.4375 0.0859375 0.3828125 0.3359375 0.328125 0.6953125 0.4921875 0.9609375
q	0.3671875 0.375 0.4453125 0.0390625 0.03125 0.140625 0.171875 0.4921875 0.421875 0.3125 0.328125 0.5 0.3203125 0.953125 0.3125 0.78125 0.6015625 0.5546875
e	0.2109375 0.2421875 0.46875 0.3046875 0.53125 0.0859375 0.2578125 0.0078125 0.0625 0.1953125 0 0.5 0.0234375 0.8203125 0.203125 0.9765625 0.515625 0.9921875
m	0.1484375 0.28125 0.1328125 0.8203125 0.140625 0.2265625 0.484375 0.484375 0.5234375 0.90625 0.46875 0.390625 0.75 0.15625 0.96875 0.484375 0.984375 0.953125
u	0.0234375 0.1640625 0.0078125 0.21875 0.015625 0.7109375 0.2734375 0.8046875 0.53125 0.6171875 0.546875 0.2421875 0.53125 0.28125 0.546875 0.65625 0.5859375 0.96875
p	0.265625 0.0390625 0.2265625 0.390625 0.1640625 0.6328125 0.15625 0.921875 0.21875 0.046875 0.4296875 0.046875 0.484375 0.328125 0.359375 0.5546875 0.0390625 0.53125
c	0.453125 0.1953125 0.546875 0 0.28125 0.0859375 0.140625 0.2734375 0.046875 0.484375 0 0.75 0.109375 0.96875 0.453125 0.9921875 0.7578125 0.96875
z	0.328125 0.578125 0.7109375 0.5390625 0.984375 0.53125 0.75 0.640625 0.4765625 0.7265625 0.203125 0.8671875 0.0703125 0.9921875 0.5390625 0.890625 0.84375 0.9375
l	0 0 0 0.09375 0 0.265625 0 0.3828125 0 0.5 0.0078125 0.609375 0 0.765625 0 0.859375 0 0.953125
p	0.21875 0.234375 0.375 0.515625 0.3203125 0.9375 0.09375 0.1015625 0.359375 0.0078125 0.6796875 0.015625 0.9609375 0.1484375 0.78125 0.4140625 0.4140625 0.4453125
j	0.2734375 0.34375 0.3203125 0.4453125 0.375 0.53125 0.40625 0.6796875 0.40625 0.828125 0.3203125 0.9609375 0.2265625 0.9921875 0.0625 0.9921875 0.171875 0
t	0.015625 0.0234375 0.015625 0.265625 0 0.4765625 0 0.7265625 0.1015625 0.9609375 0.25 0.984375 0.4453125 0.8359375 0.1171875 0.140625 0.328125 0.109375
v	0 0.2890625 0.09375 0.4296875 0.234375 0.796875 0.3203125 0.9921875 0.3828125 0.8359375 0.453125 0.6484375 0.5859375 0.4375 0.671875 0.2265625 0.75 0.0078125
o	0.4375 0.1640625 0.140625 0.2734375 0 0.6015625 0.140625 0.9921875 0.53125 0.9375 0.796875 0.71875 0.90625 0.4296875 0.84375 0 0.4296875 0.0625
m	0.109375 0.265625 0.078125 0.46875 0.0078125 0.9921875 0.1875 0.453125 0.3515625 0.1875 0.4765625 0.65625 0.5703125 0.390625 0.90625 0.21875 0.953125 0.7109375
p	0.15625 0.1171875 0.2421875 0.2734375 0.265625 0.609375 0.265625 0.9453125 0.09375 0.0078125 0.328125 0.03125 0.4609375 0.234375 0.296875 0.34375 0.0625 0.390625
f	0 0.6640625 0.0546875 0.3984375 0.0625 0.2109375 0.015625 0.078125 0.0078125 0.3671875 0.03125 0.6796875 0.046875 0.890625 0.015625 0.84375 0.0234375 0.640625
v	0 0.421875 0.1484375 0.5625 0.28125 0.734375 0.3828125 0.890625 0.4453125 0.8671875 0.4921875 0.640625 0.609375 0.3984375 0.765625 0.2109375 0.9609375 0.125
h	0.1640625 0 0.140625 0.4140625 0.0703125 0.734375 0.0703125 0.8203125 0.265625 0.6015625 0.4765625 0.375 0.4765625 0.6875 0.515625 0.9921875 0.78125 0.8671875
x	0.1875 0.2734375 0.2265625 0.34375 0.359375 0.5625 0.4609375 0.71875 0.4375 0.109375 0.3203125 0.296875 0.1953125 0.484375 0.046875 0.71875 0 0.9765625
y	0.0390625 0.0546875 0.140625 0.203125 0.25 0.328125 0.3515625 0.484375 0.4453125 0.234375 0.3515625 0.4375 0.2421875 0.6484375 0.09375 0.84375 0 0.9921875
q	0.0859375 0.03125 0 0.265625 0.1796875 0.1796875 0.1796875 0.21875 0.1796875 0.515625 0.203125 0.765625 0.2265625 0.9296875 0.296875 0.6328125 0.3671875 0.4140625
s	0.609375 0.1484375 0.4453125 0.015625 0.2578125 0.21875 0.390625 0.4375 0.765625 0.484375 0.9140625 0.75 0.6875 0.9921875 0.359375 0.96875 0.0234375 0.8125
v	0 0.1171875 0.03125 0.5390625 0.140625 0.8515625 0.3125 0.984375 0.40625 0.7734375 0.453125 0.5703125 0.53125 0.3203125 0.6640625 0.15625 0.859375 0
h	0.0390625 0 0 0.3828125 0 0.7265625 0.0390625 0.9140625 0.1875 0.6875 0.34375 0.46875 0.546875 0.421875 0.625 0.6796875 0.703125 0.96875
r	0.0546875 0.4453125 0.046875 0.640625 0.03125 0.8125 0 0.953125 0 0.7578125 0 0.5859375 0.078125 0.328125 0.15625 0.1796875 0.34375 0.0078125
l	0 0.015625 0.046875 0.109375 0.0625 0.2109375 0.078125 0.3515625 0.0859375 0.5078125 0.09375 0.5625 0.109375 0.71875 0.1171875 0.8125 0.1328125 0.953125
c	0.859375 0.0859375 0.609375 0.0703125 0.46875 0.1875 0.15625 0.390625 0 0.6015625 0 0.828125 0.171875 0.96875 0.40625 0.9921875 0.90625 0.9921875
m	0 0.2890625 0.015625 0.8125 0.0234375 0.625 0.234375 0.328125 0.3984375 0.671875 0.421875 0.65625 0.609375 0.3671875 0.84375 0.6484375 0.984375 0.96875
k	0.171875 0 0.140625 0.453125 0.1484375 0.8515625 0.4921875 0.21875 0.328125 0.40625 0.1015625 0.6171875 0.21875 0.5703125 0.4609375 0.7109375 0.5703125 0.9765625
g	0.2578125 0.140625 0.0234375 0.21875 0.046875 0.46875 0.3125 0.4609375 0.2578125 0.234375 0.3046875 0.5390625 0.3125 0.8359375 0.171875 0.9921875 0.0546875 0.7890625
r	0.015625 0.9921875 0.09375 0.6640625 0.1953125 0.40625 0.2265625 0.1484375 0.0546875 0 0.0546875 0.1640625 0.3125 0.2578125 0.625 0.2265625 0.953125 0.1484375
h	0 0 0.0234375 0.2890625 0.03125 0.6796875 0.03125 0.9296875 0.1171875 0.75 0.1875 0.5390625 0.28125 0.6484375 0.3359375 0.875 0.46875 0.96875
h	0.359375 0 0.21875 0.28125 0.1328125 0.484375 0.015625 0.765625 0.171875 0.65625 0.3828125 0.4296875 0.4765625 0.59375 0.421875 0.875 0.4765625 0.875
o	0.390625 0.0859375 0.21875 0.21875 0.0703125 0.4765625 0 0.84375 0.3203125 0.84375 0.640625 0.484375 0.59375 0.203125 0.3203125 0.171875 0.0078125 0.421875
r	0 0.140625 0.03125 0.4140625 0.1171875 0.765625 0.21875 0.9453125 0.1484375 0.625 0.171875 0.3359375 0.328125 0.1484375 0.6171875 0.015625 0.8984375 0
m	0 0.34375 0.0546875 0.7734375 0.09375 0.734375 0.2578125 0.40625 0.46875 0.5546875 0.5703125 0.7890625 0.671875 0.40625 0.953125 0.5078125 0.984375 0.9765625
b	0.0234375 0.03125 0.0625 0.2890625 0.1015625 0.5390625 0.1171875 0.8046875 0.1640625 0.625 0.375 0.609375 0.4921875 0.765625 0.375 0.9609375 0.1484375 0.90625
g	0.4921875 0.1796875 0.34375 0.0546875 0.09375 0.296875 0.2578125 0.3515625 0.3828125 0.046875 0.4375 0.296875 0.4375 0.7421875 0.2265625 0.9921875 0 0.75
y	0.078125 0.078125 0.21875 0.2421875 0.3125 0.3359375 0.4921875 0.0078125 0.3984375 0.2265625 0.3359375 0.4296875 0.203125 0.65625 0.1015625 0.8359375 0.0078125 0.9765625
u	0.015625 0.1953125 0 0.3125 0.0625 0.8125 0.3125 0.9140625 0.4609375 0.609375 0.53125 0.2109375 0.5625 0.625 0.765625 0.90625 0.96875 0.671875
p	0.15625 0.2421875 0.2578125 0.5390625 0.3046875 0.828125 0.0859375 0.0625 0.453125 0 0.6875 0.109375 0.53125 0.359375 0.3515625 0.46875 0 0.453125
u	0.03125 0.0546875 0.015625 0.421875 0.125 0.7265625 0.421875 0.9140625 0.734375 0.71875 0.71875 0.2578125 0.75 0.25 0.84375 0.5546875 0.890625 0.9765625
c	0.4609375 0.0234375 0.265625 0.046875 0.1171875 0.203125 0.0078125 0.421875 0 0.7265625 0.1875 0.921875 0.3359375 0.984375 0.6015625 0.9921875 0.8046875 0.9296875
